Name,Position,Height,Weight,Career,Team,Game,First Publish,TimeAve,ShootingRateAve,HitAve,NumberofhandsAve,ThreeRateAve,ThreeHitAve,ThreeNumAve,FoulRateAve,FoulHitAve,FoulNumAve,ReboundsAve,OffRebAve,DefRebAve,AssistsAve,StealAve,BlockAve,TurnoverAve,PersonalFoulAve,PointsAve,WinSum,LoseSum
Michael Wayne Young,前锋-后卫,2.01,100,3,3,49,2,9.6,46.5%,1.9,4.1,29.6%,0.2,0.6,71.1%,0.6,0.8,1.8,0.8,1.0,0.5,0.5,0.1,0.3,1.0,4.6, , 
Suntino Korleone Young,前锋,2.01,97,1,1,3,0,5.0,50.0%,1.7,3.3,25.0%,0.3,1.3,100.0%,0.7,0.7,1.3,0.7,0.7,0.3,0.0,0.0,0.3,1.0,4.3,0,3
Danny Richardson Young,后卫,1.91,79,10,5,574,73,16.6,43.7%,1.7,3.9,32.7%,0.3,1.0,83.5%,0.8,1.0,1.2,0.3,0.9,2.9,0.9,0.1,0.8,0.9,4.6, , 
Richard Robert Yonakor,前锋,2.06,100,1,1,10,0,7.0,53.8%,1.4,2.6, ,0.0,0.0,71.4%,0.5,0.7,2.7,1.3,1.4,0.3,0.1,0.2,0.2,0.7,3.3,,
Charles W. Yelverton,后卫-前锋,1.88,86,1,1,69, ,17.8,38.9%,3.0,7.7, , , ,70.7%,1.9,2.7,2.9, , ,1.2, , , ,2.1,7.9,,
Wayne E. Yates,中锋,2.03,107,1,1,37, ,7.1,29.5%,0.8,2.8, , , ,45.5%,0.3,0.6,2.5, , ,0.4, , , ,1.9,1.9,,
Barry Yates,前锋,2.01,98,1,1,24, ,6.0,37.3%,1.3,3.5, , , ,63.6%,0.3,0.5,1.7, , ,0.3, , , ,0.6,2.9,,
George Harry Yardley III,前锋-后卫,1.96,86,7,3,472, ,33.4,42.2%,6.8,16.0, , , ,78.0%,5.7,7.3,8.9, , ,1.7, , , ,3.0,19.2,,
Vincent Raymond Yarbrough,后卫-前锋,2.01,95,1,1,59,39,23.4,39.3%,2.8,7.3,26.9%,0.4,1.3,79.0%,0.8,1.1,2.7,0.6,2.1,2.2,1.0,0.6,1.4,2.5,6.9,9,50
Matthew Zunic,后卫-前锋,1.91,88,1,1,56, , ,30.3%,1.8,5.8, , , ,70.6%,1.4,1.9, , , ,0.9, , , ,3.3,4.9,,
William Charles Zopf Jr.,后卫,1.85,77,1,1,53, ,7.5,36.3%,0.9,2.5, , , ,55.6%,0.4,0.7,0.9, , ,1.4, , , ,0.6,2.2,,
Jim Zoet,中锋,2.16,109,1,1,7,0,4.3,20.0%,0.1,0.7, ,0.0,0.0, ,0.0,0.0,1.1,0.4,0.7,0.1,0.1,0.4,0.6,1.3,0.3,,
Derrick Dewayne Zimmerman,后卫,1.91,88,1,1,2,0,16.0,66.7%,1.0,1.5, ,0.0,0.0, ,0.0,0.0,2.0,0.5,1.5,3.5,0.0,0.0,2.0,2.0,2.0,0,2
Jiri Zidek,中锋,2.13,113,3,3,135,23,9.8,40.8%,1.2,2.9,25.0%,0.0,0.0,78.3%,1.0,1.2,2.1,0.8,1.3,0.2,0.1,0.1,0.5,1.8,3.4,61,74
Wang Zhizhi,中锋,2.13,116,5,3,137,1,9.2,41.7%,1.6,3.7,38.5%,0.5,1.3,73.5%,0.8,1.1,1.7,0.4,1.3,0.3,0.2,0.3,0.5,1.1,4.4,76,61
Phil Zevenbergen,中锋,2.08,104,1,1,8,0,7.3,55.6%,1.9,3.4, ,0.0,0.0,0.0%,0.0,0.3,1.6,0.5,1.1,0.4,0.4,0.1,0.5,1.5,3.8,2,6
Anthony Michael Zeno,前锋,2.03,95,1,1,8, ,7.4,28.6%,0.8,2.6, ,0.0,0.0,100.0%,0.3,0.3,1.8,0.4,1.4,0.1,0.5,0.4,1.1,1.6,1.8,,
Harry Raymond Zeller,中锋-前锋,1.93,95,1,1,48, , ,31.4%,2.5,8.0, , , ,68.9%,2.5,3.7, , , ,0.6, , , ,3.7,7.5,,
Gary Lynn Zeller,后卫,1.91,93,2,1,78, ,8.9,34.0%,1.5,4.4, , , ,58.7%,0.5,0.8,1.2, , ,0.5, , , ,1.3,3.5,,
David A. Zeller,后卫,1.85,79,1,1,61, ,4.6,35.3%,0.6,1.7, , , ,75.0%,0.3,0.4,0.4, , ,1.0, , , ,0.6,1.5,,
Robert Michael Zawoluk,前锋-中锋,2.01,98,3,2,179, ,19.7,37.2%,2.2,5.9, , , ,76.7%,2.3,3.0,4.1, , ,1.2, , , ,2.5,6.8,,
Max Zaslofsky,后卫-前锋,1.88,77,10,3,540, , ,34.3%,5.3,15.4, , , ,76.9%,4.2,5.5, , , ,2.0, , , ,2.4,14.8,,
Bradley Beal,后卫 ,1.96,94,6,1,347,313,33.3,44.2%,6.6,15.0,39.6%,2.0,5.2,79.7%,2.7,3.3,3.6,0.8,2.8,3.1,1.0,0.3,1.9,2.1,18.0,186,161
Dion Waiters,后卫,1.93,102,6,3,356,174,28.7,41.2%,5.1,12.5,34.2%,1.2,3.6,70.0%,1.9,2.7,2.7,0.4,2.2,2.8,1.0,0.3,1.9,2.0,13.4,184,172
Tyler Zeller,中锋,2.13,113,6,3,355,138,17.8,50.4%,2.8,5.6,23.1%,0.0,0.0,76.0%,1.4,1.8,4.4,1.5,2.9,0.9,0.3,0.6,0.9,2.2,7.1,166,189
Jared Sullinger,前锋-中锋 ,2.06,127,5,2,269,172,24.3,43.6%,4.4,10.0,27.2%,0.5,1.9,72.3%,1.5,2.1,7.5,2.5,4.9,1.8,0.7,0.6,1.2,2.9,10.8,120,149
Jae Crowder,前锋,1.98,107,6,3,407,207,23.4,43.2%,3.1,7.2,34.5%,1.2,3.4,79.2%,1.5,1.9,3.8,0.7,3.1,1.4,1.0,0.3,0.8,1.9,8.9,243,164
Jonas Valanciunas,中锋 ,2.13,120,6,1,380,374,25.9,55.6%,4.5,8.1,22.2%,0.0,0.0,78.4%,2.5,3.1,8.4,2.7,5.8,0.7,0.4,1.0,1.5,2.8,11.4,221,159
Terrence Ross,后卫,2.01,88,6,2,409,176,23.9,42.2%,3.6,8.6,37.1%,1.6,4.4,79.7%,0.7,0.9,2.6,0.4,2.3,1.0,0.8,0.3,0.8,1.8,9.6,226,183
Evan Fournier,后卫,2.01,93,6,2,344,202,26.7,44.8%,4.5,10.1,38.2%,1.6,4.1,79.9%,2.1,2.6,2.6,0.5,2.2,2.2,0.8,0.1,1.6,2.4,12.7,145,199
Maalik Wayns,后卫,1.85,88,2,2,29,1,7.3,30.0%,0.9,3.1,22.6%,0.2,1.1,89.5%,0.6,0.7,0.3,0.0,0.3,1.0,0.3,0.0,0.5,1.0,2.7,12,17
Andre Drummond,前锋-中锋 ,2.11,127,6,1,408,358,29.9,54.8%,5.7,10.5,23.8%,0.0,0.1,39.6%,1.8,4.7,13.0,4.7,8.3,0.9,1.3,1.5,1.6,3.1,13.3,177,231
Kyle Singler,前锋,2.03,103,6,2,345,172,22.4,42.0%,2.4,5.8,36.2%,0.9,2.4,79.3%,1.0,1.2,2.9,0.9,2.0,0.8,0.6,0.3,0.8,2.1,6.7,153,192
Kim English,后卫,1.98,86,1,1,41,0,10.0,37.5%,1.0,2.7,28.0%,0.3,1.2,72.4%,0.5,0.7,0.9,0.2,0.7,0.6,0.4,0.1,0.5,1.1,2.9,13,28
Thomas Robinson,前锋,2.08,113,5,6,313,12,13.4,47.0%,2.0,4.3,0.0%,0.0,0.0,50.5%,0.8,1.6,4.8,1.7,3.1,0.6,0.5,0.4,1.0,1.7,4.9,134,179
Anthony Davis,前锋-中锋 ,2.08,100,6,1,356,351,34.4,51.6%,8.5,16.5,29.9%,0.3,0.9,78.6%,5.2,6.7,10.2,2.5,7.7,1.8,1.3,2.3,1.8,2.4,22.5,156,200
Austin Rivers,后卫,1.93,91,6,2,369,91,23.2,41.6%,3.3,7.8,35.3%,0.9,2.5,65.3%,1.4,2.1,2.0,0.3,1.6,2.2,0.7,0.1,1.2,2.1,8.8,187,182
Darius Miller,前锋,2.03,107,4,1,126,11,15.3,44.0%,1.4,3.2,40.3%,0.7,1.8,85.2%,0.4,0.5,1.3,0.2,1.2,0.9,0.4,0.2,0.5,1.8,4.0,41,85
Brian Roberts,后卫,1.85,78,5,3,314,59,16.6,41.1%,2.4,5.8,35.6%,0.7,1.9,90.8%,1.1,1.2,1.3,0.2,1.2,2.3,0.4,0.1,0.9,1.2,6.6,126,188
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bernard James,前锋-中锋 ,2.08,109,3,1,93,13,8.1,49.7%,0.8,1.6,0.0%,0.0,0.0,68.0%,0.5,0.8,2.3,0.9,1.4,0.1,0.2,0.7,0.4,1.1,2.2,47,46
Jared Cunningham,后卫,1.93,88,4,6,84,3,7.2,34.7%,0.7,2.1,30.6%,0.2,0.7,67.4%,0.7,1.0,0.7,0.1,0.6,0.5,0.3,0.0,0.4,0.9,2.3,52,32
Kevin Murphy,后卫,1.98,84,1,1,17,0,3.0,25.0%,0.4,1.6,20.0%,0.1,0.3, ,0.0,0.0,0.2,0.0,0.2,0.1,0.1,0.0,0.2,0.2,0.9,11,6
Harrison Barnes,前锋,2.03,102,6,2,410,349,30.0,45.2%,4.7,10.3,36.7%,1.0,2.6,78.3%,2.0,2.6,4.9,1.1,3.8,1.5,0.7,0.2,1.1,1.8,12.3,259,151
Draymond Green,前锋,2.01,104,6,1,421,273,27.1,43.6%,3.3,7.5,33.5%,0.9,2.8,69.9%,1.6,2.3,6.8,1.2,5.6,4.3,1.4,1.1,1.9,2.8,9.1,313,108
Festus Ezeli,中锋,2.11,120,3,1,170,61,14.1,51.3%,1.6,3.2, ,0.0,0.0,55.7%,1.0,1.7,4.3,1.7,2.5,0.4,0.3,1.0,0.8,1.9,4.2,125,45
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Robert Sacre,中锋,2.13,122,4,1,189,35,14.5,43.6%,1.7,3.9,0.0%,0.0,0.0,67.1%,0.8,1.2,3.1,1.1,2.0,0.7,0.3,0.6,0.5,1.8,4.2,60,129
Damian Lillard,后卫,1.91,88,6,1,419,419,36.4,43.0%,7.5,17.6,36.7%,2.6,7.2,88.0%,4.9,5.5,4.1,0.6,3.5,6.2,0.9,0.3,2.8,2.1,22.6,229,190
Meyers Leonard,中锋,2.16,116,6,1,307,38,16.5,46.5%,2.2,4.8,37.4%,0.7,1.9,82.0%,0.6,0.8,3.9,0.8,3.1,0.8,0.2,0.3,0.7,2.4,5.7,154,153
Michael Kidd-Gilchrist,前锋,2.01,105,6,1,299,295,27.1,47.1%,3.6,7.5,20.0%,0.0,0.1,71.2%,2.0,2.8,6.3,1.8,4.5,1.3,0.7,0.8,1.0,2.2,9.1,131,168
Andrew Nicholson,前锋,2.06,113,5,3,285,36,14.3,46.7%,2.5,5.3,32.1%,0.3,1.0,77.3%,0.7,0.9,3.0,0.7,2.3,0.4,0.3,0.3,0.7,1.6,6.0,93,192
Kyle O'Quinn,前锋,2.08,113,6,2,344,53,14.6,50.4%,2.3,4.7,21.1%,0.1,0.3,74.3%,0.8,1.1,4.7,1.4,3.3,1.2,0.4,1.0,1.0,2.1,5.5,112,232
Doron Lamb,后卫,1.96,95,2,2,100,0,12.7,38.1%,1.2,3.2,39.4%,0.5,1.3,70.0%,0.5,0.7,1.0,0.2,0.8,0.8,0.2,0.0,0.5,1.1,3.5,29,71
Kris Joseph,前锋,2.01,95,1,2,10,0,5.4,14.3%,0.2,1.4,0.0%,0.0,0.3,62.5%,0.5,0.8,0.7,0.1,0.6,0.1,0.3,0.0,0.2,0.3,0.9,7,3
Marquis Teague,后卫,1.88,86,2,2,88,3,9.4,34.9%,0.9,2.6,22.0%,0.1,0.5,68.6%,0.4,0.6,1.0,0.0,0.9,1.4,0.2,0.1,0.8,1.1,2.3,44,44
Chris Copeland,前锋,2.03,104,4,3,171,26,12.4,42.7%,2.1,5.0,36.5%,0.9,2.5,75.2%,0.7,0.9,1.6,0.4,1.2,0.6,0.2,0.2,0.8,1.4,5.8,92,79
Pablo Prigioni,后卫,1.91,84,4,3,270,51,16.9,42.5%,1.2,2.9,37.9%,0.8,2.0,87.2%,0.3,0.3,1.9,0.5,1.3,2.8,1.0,0.0,1.0,1.6,3.5,144,126
Joel Freeland,前锋-中锋 ,2.08,102,3,1,151,9,12.0,45.9%,1.4,3.0,0.0%,0.0,0.0,72.8%,0.4,0.5,3.4,1.3,2.2,0.4,0.2,0.4,0.5,1.7,3.2,86,65
Will Barton,后卫,1.98,79,6,2,337,29,20.8,43.1%,3.5,8.1,33.8%,0.9,2.5,77.6%,1.7,2.1,3.7,0.6,3.0,1.9,0.7,0.3,1.2,1.4,9.6,161,176
Perry Jones III,前锋,2.11,107,3,1,143,21,11.8,42.0%,1.4,3.2,29.3%,0.3,0.9,66.0%,0.4,0.7,1.8,0.3,1.4,0.4,0.3,0.2,0.4,0.9,3.4,98,45
Jeremy Lamb,后卫-前锋,1.96,84,6,2,298,26,17.8,44.1%,3.3,7.4,32.8%,0.9,2.7,83.0%,1.2,1.4,3.2,0.4,2.7,1.3,0.6,0.3,0.7,1.5,8.6,180,118
Alexey Shved,后卫,1.98,83,3,4,182,25,18.0,36.9%,2.4,6.6,30.6%,0.9,2.9,76.2%,1.6,2.1,2.0,0.5,1.5,2.5,0.6,0.3,1.3,1.1,7.4,68,114
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Victor Claver,前锋,2.06,102,3,1,81,16,13.2,39.8%,1.2,3.1,29.3%,0.4,1.4,58.5%,0.3,0.5,2.2,0.6,1.7,0.7,0.4,0.2,0.7,1.3,3.2,39,42
Jeffery Taylor,后卫-前锋,2.01,102,3,1,133,50,19.3,40.9%,2.2,5.5,31.9%,0.6,1.9,66.5%,1.0,1.4,2.0,0.6,1.4,0.8,0.5,0.2,0.7,1.8,6.1,42,91
Nando de Colo,后卫,1.96,91,2,2,119,9,11.9,42.9%,1.4,3.3,36.3%,0.4,1.1,83.5%,0.6,0.7,1.8,0.3,1.5,1.7,0.5,0.1,1.0,1.1,3.8,86,33
Kent Bazemore,后卫,1.96,91,6,3,374,180,19.2,42.0%,2.8,6.6,35.1%,0.9,2.5,70.4%,1.2,1.7,2.9,0.3,2.5,1.6,0.9,0.4,1.3,1.7,7.7,210,164
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luke Zeller,前锋-中锋,2.11,111,1,1,16,0,3.7,34.6%,0.6,1.6,20.0%,0.1,0.3, ,0.0,0.0,0.6,0.1,0.6,0.2,0.0,0.0,0.0,0.3,1.2,6,10
Kendall Marshall,后卫,1.93,91,4,4,160,57,19.3,39.9%,2.0,4.9,37.0%,0.8,2.2,61.1%,0.3,0.5,1.6,0.1,1.4,4.9,0.7,0.1,1.8,1.1,5.0,42,118
DeQuan Jones,后卫-前锋,2.03,100,1,1,63,17,12.7,43.6%,1.5,3.5,25.7%,0.1,0.6,66.7%,0.5,0.8,1.7,0.3,1.4,0.3,0.3,0.3,0.5,0.9,3.7,14,49
Arnett Moultrie,前锋,2.11,111,2,1,59,2,12.4,54.7%,1.6,2.9, ,0.0,0.0,66.7%,0.4,0.6,3.1,1.5,1.6,0.2,0.4,0.2,0.4,1.1,3.6,20,39
Diante Garrett,后卫,1.93,86,2,2,90,0,13.3,37.3%,1.3,3.5,35.1%,0.4,1.2,68.2%,0.2,0.2,1.2,0.2,1.1,1.7,0.6,0.1,1.0,0.9,3.2,26,64
Miles Plumlee,前锋-中锋,2.11,116,6,5,277,135,16.7,52.9%,2.2,4.2, ,0.0,0.0,56.4%,0.6,1.0,4.7,1.6,3.1,0.4,0.5,0.8,0.9,1.6,5.0,133,144
Ben Hansbrough,后卫,1.91,92,1,1,28,0,7.2,33.3%,0.5,1.6,26.1%,0.2,0.8,77.8%,0.8,1.0,0.6,0.1,0.6,0.8,0.3,0.1,0.6,0.8,2.0,20,8
Orlando Johnson,后卫,1.96,100,3,4,103,1,10.8,35.8%,1.1,3.2,31.1%,0.5,1.5,72.7%,0.5,0.6,1.7,0.3,1.4,0.7,0.2,0.1,0.5,0.8,3.2,66,37
Mirza Teletovic,前锋,2.06,110,6,3,324,14,17.8,40.6%,2.9,7.1,37.1%,1.7,4.5,75.5%,0.7,1.0,3.2,0.6,2.6,0.8,0.3,0.3,0.8,1.7,8.1,148,176
Tyshawn Taylor,后卫,1.91,87,2,1,62,3,7.9,35.4%,1.0,2.9,36.0%,0.1,0.4,68.4%,0.6,0.9,0.5,0.1,0.5,0.9,0.4,0.0,0.9,0.9,2.8,34,28
Tornike Shengelia,前锋,2.03,94,2,2,45,0,5.5,45.1%,0.5,1.1,12.5%,0.0,0.2,50.0%,0.3,0.5,0.9,0.3,0.6,0.4,0.1,0.0,0.5,0.6,1.3,25,20
Tony Wroten,后卫,1.98,93,4,2,145,34,21.2,41.3%,4.0,9.6,23.1%,0.6,2.5,64.7%,2.6,3.9,2.5,0.7,1.8,3.0,0.9,0.2,2.6,1.8,11.1,50,95
John Henson,前锋,2.11,104,6,1,336,97,19.3,53.5%,3.2,6.1,0.0%,0.0,0.0,56.6%,1.2,2.0,5.2,1.9,3.4,1.0,0.4,1.5,1.2,2.3,7.6,133,203
Maurice Harkless,前锋,2.03,95,6,2,379,205,23.3,46.8%,2.9,6.2,31.0%,0.6,1.8,60.2%,0.9,1.5,3.7,1.2,2.5,0.9,1.0,0.6,0.9,1.9,7.3,140,239
Quincy Acy,前锋,2.01,109,6,5,275,52,15.4,46.9%,1.7,3.7,35.7%,0.4,1.0,75.6%,0.9,1.2,3.5,1.0,2.5,0.6,0.4,0.4,0.6,1.9,4.8,87,188
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Darius Johnson-Odom,后卫,1.88,98,2,2,7,0,3.0,0.0%,0.0,1.6,0.0%,0.0,0.6,0.0%,0.0,0.3,0.9,0.1,0.7,0.3,0.1,0.0,0.3,0.4,0.0,4,3
Khris Middleton,前锋,2.01,102,6,2,318,246,31.0,45.1%,5.2,11.6,39.8%,1.5,3.7,87.3%,2.2,2.6,3.9,0.6,3.4,2.8,1.3,0.2,1.7,2.6,14.2,128,190
Terrence Jones,前锋,2.06,114,5,3,232,118,24.0,50.1%,4.2,8.5,29.9%,0.4,1.3,62.2%,1.6,2.6,5.7,1.7,4.0,1.0,0.6,1.2,0.9,1.7,10.5,128,104
Donatas Motiejunas,前锋-中锋,2.13,101,5,2,248,101,18.4,46.9%,2.9,6.3,30.0%,0.5,1.6,60.0%,1.0,1.7,3.8,1.2,2.6,1.1,0.5,0.3,1.1,2.1,7.4,152,96
Mike Scott,前锋,2.03,108,6,2,301,7,15.6,46.2%,2.7,5.9,33.8%,0.7,2.0,78.4%,0.9,1.2,3.0,0.7,2.3,0.9,0.3,0.1,0.7,1.3,7.1,170,131
John Jenkins,后卫,1.93,98,5,3,145,8,12.8,44.8%,1.9,4.1,36.4%,0.7,1.8,84.9%,0.7,0.8,1.5,0.2,1.3,0.8,0.2,0.1,0.6,0.6,5.1,67,78
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scott Machado,后卫,1.85,93,1,1,6,0,3.7,50.0%,0.5,1.0,0.0%,0.0,0.2,100.0%,0.3,0.3,0.2,0.0,0.2,1.0,0.3,0.0,1.3,0.0,1.3,4,2
Kevin Jones,前锋,2.03,118,1,1,32,0,10.4,40.2%,1.3,3.3, ,0.0,0.0,60.0%,0.3,0.5,2.4,1.2,1.3,0.3,0.3,0.2,0.3,0.8,3.0,5,27
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quincy Miller,前锋,2.06,95,3,3,69,16,13.5,35.0%,1.6,4.4,29.2%,0.5,1.6,70.6%,0.7,1.0,2.4,0.6,1.9,0.5,0.4,0.5,0.8,1.2,4.3,29,40
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jarvis Varnado,前锋-中锋,2.06,104,2,4,37,0,10.8,58.2%,1.1,1.8, ,0.0,0.0,51.8%,0.8,1.5,1.9,0.6,1.4,0.4,0.3,0.8,0.4,1.9,2.9,15,22
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Patrick Beverley,后卫,1.85,84,6,2,302,251,28.5,41.3%,3.4,8.1,37.6%,1.7,4.4,76.7%,1.0,1.3,4.1,1.2,2.9,3.4,1.3,0.4,1.4,3.1,9.4,183,119
Aron Baynes,中锋-前锋,2.08,118,6,3,320,38,14.4,51.1%,2.1,4.1,10.0%,0.0,0.0,80.0%,1.1,1.4,4.2,1.5,2.7,0.6,0.2,0.4,0.8,2.0,5.3,199,121
Fab Melo,中锋,2.13,116,1,1,6,0,5.5,50.0%,0.5,1.0, ,0.0,0.0,25.0%,0.2,0.7,0.5,0.0,0.5,0.0,0.3,0.3,0.2,1.2,1.2,3,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tim Ohlbrecht,前锋-中锋,2.11,116,1,1,3,0,4.0,33.3%,0.3,1.0, ,0.0,0.0,100.0%,0.3,0.3,0.3,0.0,0.3,0.3,0.3,0.0,1.3,0.3,1.0,3,0
Henry Sims,中锋-前锋,2.08,111,4,4,135,61,18.9,47.1%,3.0,6.3,17.4%,0.0,0.2,76.7%,1.6,2.1,5.0,1.8,3.1,1.0,0.6,0.5,1.1,2.1,7.6,27,108
Justin Holiday,后卫-前锋,1.98,84,5,5,224,34,17.5,40.0%,2.4,6.0,34.6%,1.0,3.0,79.3%,0.8,1.0,2.2,0.3,1.9,1.2,0.7,0.4,0.8,1.2,6.6,115,109
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Josh Akognon, 后卫,1.80,84,1,1,3,0,3.0,50.0%,0.7,1.3,50.0%,0.3,0.7, ,0.0,0.0,0.3,0.0,0.3,0.3,0.0,0.0,0.0,1.0,1.7,2,1
Victor Oladipo,后卫,1.93,95,5,3,314,257,33.2,43.8%,6.0,13.8,35.5%,1.4,3.9,79.9%,2.9,3.7,4.4,0.6,3.8,3.7,1.5,0.5,2.6,2.5,16.4,129,185
Solomon Hill,前锋,2.01,102,4,2,249,152,23.5,40.0%,2.2,5.5,33.6%,0.8,2.3,82.2%,1.2,1.5,3.3,0.7,2.6,1.6,0.7,0.3,1.0,1.8,6.4,120,129
Tony Snell,前锋,2.01,91,5,2,315,167,22.2,42.5%,2.3,5.5,38.2%,1.2,3.1,80.8%,0.5,0.6,2.5,0.3,2.2,1.0,0.5,0.2,0.7,1.4,6.3,176,139
Reggie Bullock,后卫-前锋,2.01,93,5,3,158,10,11.3,38.8%,1.1,2.8,34.1%,0.6,1.7,77.3%,0.2,0.3,1.6,0.3,1.3,0.6,0.3,0.1,0.3,0.6,3.0,93,65
Anthony Bennett,前锋,2.03,111,4,4,151,4,12.7,39.2%,1.7,4.2,26.1%,0.2,0.9,67.0%,0.8,1.2,3.1,0.9,2.3,0.5,0.4,0.2,0.7,1.4,4.4,47,104
Michael Carter-Williams,后卫,1.98,86,5,4,246,191,29.5,40.4%,4.7,11.7,25.4%,0.5,2.0,70.0%,2.6,3.8,5.1,1.0,4.1,5.3,1.5,0.6,3.0,2.7,12.6,89,157
Vitor Faverani,前锋-中锋,2.11,118,1,1,37,8,13.2,43.5%,1.7,4.0,30.0%,0.3,1.1,64.9%,0.6,1.0,3.5,1.1,2.3,0.4,0.4,0.7,1.1,2.0,4.4,13,24
Kelly Olynyk,前锋-中锋,2.13,108,5,2,301,37,20.6,47.9%,3.6,7.4,37.6%,0.9,2.5,74.8%,1.4,1.8,4.8,1.3,3.4,1.7,0.7,0.5,1.4,2.9,9.5,149,152
Phil Pressey,后卫,1.8,82,3,3,148,11,13.6,34.1%,1.2,3.4,25.4%,0.3,1.3,63.0%,0.5,0.8,1.5,0.2,1.2,2.9,0.8,0.1,1.1,1.2,3.2,48,100
Tony Mitchell,前锋,2.03,107,1,1,21,0,3.8,41.7%,0.2,0.6,100.0%,0.0,0.0,57.9%,0.5,0.9,1.2,0.7,0.5,0.1,0.3,0.1,0.2,0.4,1.0,6,15
Luigi Datome,前锋,2.03,98,2,2,55,1,8.1,41.4%,1.4,3.4,31.6%,0.5,1.4,81.8%,0.2,0.2,1.4,0.3,1.1,0.4,0.1,0.1,0.4,0.6,3.4,20,35
Peyton Siva,后卫,1.83,84,1,1,24,0,9.3,31.6%,0.8,2.4,28.0%,0.3,1.0,73.3%,0.5,0.6,0.6,0.1,0.5,1.4,0.4,0.0,0.8,1.1,2.3,9,15
Kentavious Caldwell-Pope,后卫,1.96,93,5,2,335,295,30.5,40.6%,4.3,10.6,33.5%,1.6,4.7,78.2%,1.6,2.1,3.1,0.7,2.5,1.6,1.2,0.2,1.0,1.9,11.8,141,194
Nate Wolters,后卫,1.93,86,3,3,84,31,18.6,42.3%,2.3,5.3,26.1%,0.2,0.8,63.5%,0.7,1.1,2.2,0.5,1.7,2.5,0.5,0.2,0.8,1.0,5.5,27,57
Giannis Antetokounmpo,前锋-后卫,2.11,98,5,1,339,274,32.1,50.3%,5.8,11.5,27.5%,0.4,1.4,74.3%,3.9,5.2,7.1,1.4,5.7,3.6,1.2,1.3,2.3,3.0,15.8,140,199
Tim Hardaway Jr.,后卫,1.98,93,5,2,302,83,24.1,42.6%,4.1,9.6,34.8%,1.6,4.7,80.3%,1.7,2.1,2.2,0.3,1.9,1.6,0.5,0.2,1.0,1.5,11.5,135,167
Cody Zeller,前锋-中锋,2.13,109,5,1,297,166,22.8,50.0%,2.9,5.9,21.4%,0.0,0.0,73.3%,2.1,2.9,5.6,1.8,3.8,1.3,0.7,0.8,1.0,2.6,8.0,152,145
Arinze Onuaku,前锋-中锋,2.06,125,3,4,19,1,6.7,65.2%,0.8,1.2, ,0.0,0.0,40.0%,0.2,0.5,1.8,0.6,1.3,0.5,0.1,0.2,0.3,0.6,1.8,5,14
Pero Antic,前锋-中锋,2.11,118,2,1,113,29,17.4,39.2%,2.0,5.2,31.4%,1.0,3.0,73.0%,1.2,1.7,3.5,1.0,2.5,0.9,0.3,0.2,0.9,2.3,6.3,69,44
Dennis Schroder,后卫,1.85,78,5,1,306,115,22.6,43.6%,4.6,10.5,33.0%,0.9,2.6,82.3%,2.0,2.4,2.4,0.4,2.0,4.6,0.8,0.1,2.3,1.7,12.0,172,134
Gal Mekel,后卫,1.91,87,2,2,35,1,9.6,31.1%,0.9,3.0,21.7%,0.1,0.7,66.7%,0.2,0.3,0.8,0.1,0.7,2.2,0.2,0.0,0.9,0.9,2.3,20,15
Nick Calathes,后卫,1.98,97,2,1,129,7,15.6,44.1%,1.9,4.3,28.8%,0.2,0.8,58.1%,0.5,0.9,1.9,0.3,1.6,2.7,1.0,0.1,1.3,1.7,4.6,78,51
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steven Adams,中锋,2.13,116,5,1,330,266,24.2,57.4%,3.2,5.5,0.0%,0.0,0.0,57.8%,1.5,2.6,6.5,2.8,3.7,0.8,0.7,1.0,1.3,2.7,7.9,204,126
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rudy Gobert,中锋,2.16,111,5,1,282,191,27.3,61.2%,3.4,5.6,0.0%,0.0,0.0,62.0%,2.5,4.1,9.8,3.1,6.7,1.1,0.6,2.2,1.5,2.4,9.4,135,147
Alex Len,中锋,2.16,118,5,1,287,129,20.0,46.7%,2.7,5.7,22.7%,0.0,0.1,72.2%,1.7,2.3,6.4,2.0,4.4,0.7,0.4,1.0,1.3,2.8,7.0,112,175
